id,Дата,UserID,Продукт,Количество,Цена
1260,2010-07-20,196,Фитнес-браслет,5,30924
1261,2014-07-03,156,Планшет,13,9587
1262,2005-03-06,6,Планшет,16,35108
1263,2018-05-15,58,Внешний жесткий диск,19,28632
1264,2008-12-09,48,Парогенератор,4,4168
1265,2019-12-16,40,Электрочайник,20,42397
1266,2014-09-13,246,Робот-пылесос,11,26972
1267,2012-10-21,118,Холодильник,8,13669
1268,2010-07-04,269,Беспроводные наушники,9,10002
1269,2011-08-28,57,Ноутбук,20,4421
1270,2016-09-03,231,Фитнес-браслет,2,42632
1271,2023-10-30,133,Игровая консоль,12,41502
1272,2024-08-01,259,Смартфон,17,41312
1273,2022-12-16,230,Внешний жесткий диск,6,27569
1274,2010-12-19,143,Внешний жесткий диск,14,7110
1275,2021-09-25,34,Электрочайник,3,48825
1276,2013-08-04,246,Микроволновая печь,17,19445
1277,2024-07-15,156,Стиральная машина,12,12018
1278,2019-09-02,81,Фитнес-браслет,16,5223
1279,2017-11-20,97,Соковыжималка,4,4551
1280,2022-06-26,163,Электрическая зубная щетка,5,27662
1281,2023-08-22,184,Электрическая зубная щетка,11,10198
1282,2020-05-30,297,Холодильник,17,48293
1283,2009-08-06,275,Беспроводные наушники,17,33651
1284,2013-03-11,147,Электрическая зубная щетка,9,46334
1285,2019-04-10,193,Беспроводные наушники,13,17475
1286,2018-06-22,56,Внешний жесткий диск,14,7978
1287,2005-03-21,181,Игровая консоль,9,12262
1288,2024-06-17,127,Смартфон,7,21991
1289,2010-01-01,58,Ноутбук,16,9894
1290,2020-01-24,275,Микроволновая печь,13,20594
1291,2021-01-08,249,Цифровая камера,20,2491
1292,2024-09-05,102,Ноутбук,14,23783
1293,2013-08-31,27,Микроволновая печь,18,29564
1294,2004-12-23,116,Смартфон,11,6072
1295,2008-07-25,91,Цифровая камера,16,25393
1296,2022-05-14,53,Парогенератор,14,42143
1297,2020-08-11,280,Цифровая камера,5,48047
1298,2014-10-01,184,Электрочайник,8,2975
1299,2005-07-07,283,Холодильник,8,18068
1300,2016-01-19,293,Умные часы,4,41612
1301,2005-06-16,233,Холодильник,9,36228
1302,2023-06-16,159,Робот-пылесос,4,20721
1303,2018-05-16,135,Парогенератор,13,19537
1304,2008-08-25,159,Планшет,1,11650
1305,2019-07-03,19,Планшет,13,14954
1306,2012-11-20,86,Холодильник,5,42399
1307,2010-07-18,267,Робот-пылесос,20,42295
1308,2021-07-21,156,Парогенератор,8,23055
1309,2015-05-31,111,Внешний жесткий диск,8,14520
1310,2016-01-31,100,Смартфон,17,31847
1311,2018-01-31,245,Портативная колонка,19,5351
1312,2016-11-27,154,Стиральная машина,11,21060
1313,2017-01-21,54,Цифровая камера,13,27739
1314,2019-10-05,87,Смартфон,9,14047
1315,2013-02-10,153,Внешний жесткий диск,17,33501
1316,2006-02-25,86,Холодильник,14,43462
1317,2020-10-05,186,Игровая консоль,12,5491
1318,2007-06-28,262,Беспроводные наушники,10,41649
1319,2008-02-26,83,Соковыжималка,3,27232
1320,2022-11-06,78,Робот-пылесос,9,38182
1321,2012-04-09,258,Холодильник,10,5707
1322,2020-02-19,122,Игровая консоль,16,1855
1323,2011-12-24,106,Внешний жесткий диск,5,42951
1324,2009-01-09,98,Фитнес-браслет,20,49650
1325,2014-07-03,226,Смартфон,19,13235
1326,2008-05-20,74,Холодильник,12,39449
1327,2023-08-22,174,Сенсорная лампа,9,17391
1328,2006-10-13,250,Электрическая зубная щетка,16,49674
1329,2004-10-25,8,Планшет,4,30728
1330,2016-04-10,111,Соковыжималка,12,21518
1331,2009-06-26,95,Цифровая камера,8,25866
1332,2007-10-07,111,Внешний жесткий диск,14,46377
1333,2021-04-22,57,Микроволновая печь,2,10082
1334,2021-06-20,31,Сенсорная лампа,15,4838
1335,2017-01-28,12,Умные часы,4,18161
1336,2012-12-15,102,Ноутбук,3,31699
1337,2020-03-30,73,Планшет,17,38372
1338,2023-04-10,255,Смартфон,10,18945
1339,2006-09-26,155,Стиральная машина,7,41101
1340,2017-11-30,120,Микроволновая печь,13,48833
1341,2010-07-10,222,Микроволновая печь,16,35796
1342,2007-07-03,25,Холодильник,15,7033
1343,2021-01-14,235,Сенсорная лампа,18,20399
1344,2006-12-25,87,Игровая консоль,10,39279
1345,2008-06-05,180,Умные часы,19,35386
1346,2006-02-27,129,Холодильник,19,12830
1347,2009-10-16,42,Смартфон,1,17126
1348,2007-05-13,244,Цифровая камера,1,38039
1349,2013-04-18,5,Робот-пылесос,18,49846
1350,2016-07-11,32,Робот-пылесос,14,24667
1351,2024-03-07,119,Стиральная машина,20,29066
1352,2021-02-07,164,Сенсорная лампа,1,46386
1353,2013-03-26,134,Внешний жесткий диск,11,31164
1354,2009-09-02,25,Фитнес-браслет,12,34910
1355,2006-01-27,103,Ноутбук,15,27954
1356,2018-05-23,237,Стиральная машина,13,4200
1357,2022-11-16,300,Игровая консоль,4,20215
1358,2019-12-29,69,Беспроводные наушники,4,40600
1359,2014-02-17,78,Сенсорная лампа,16,25914
1360,2014-09-11,191,Внешний жесткий диск,4,10638
1361,2016-10-14,4,Холодильник,18,3313
1362,2005-07-24,87,Соковыжималка,1,33512
1363,2018-06-14,180,Соковыжималка,8,12138
1364,2019-10-24,148,Электрическая зубная щетка,19,41856
1365,2005-08-11,24,Стиральная машина,9,44335
1366,2024-07-18,153,Электрическая зубная щетка,6,21274
1367,2011-06-20,31,Беспроводные наушники,8,27116
1368,2020-07-13,216,Фитнес-браслет,6,36653
1369,2007-06-06,86,Беспроводные наушники,16,39123
1370,2019-04-27,31,Робот-пылесос,12,6558
1371,2010-06-06,10,Цифровая камера,14,31332
1372,2020-05-05,101,Фитнес-браслет,20,17307
1373,2015-09-05,70,Беспроводные наушники,14,17166
1374,2007-12-25,147,Электрочайник,19,27022
1375,2022-04-17,226,Холодильник,17,49547
1376,2009-02-18,297,Планшет,11,37535
1377,2005-10-31,60,Портативная колонка,12,3391
1378,2015-11-06,13,Робот-пылесос,15,9697
1379,2022-07-16,224,Электрочайник,17,27212
1380,2024-05-29,272,Робот-пылесос,16,10859
1381,2005-01-14,112,Внешний жесткий диск,4,39237
1382,2006-08-24,210,Портативная колонка,4,42058
1383,2020-09-30,32,Сенсорная лампа,5,28518
1384,2016-12-04,264,Микроволновая печь,7,27511
1385,2012-06-14,59,Смартфон,12,47077
1386,2022-02-09,135,Электрическая зубная щетка,17,5131
1387,2009-03-14,191,Внешний жесткий диск,4,45966
1388,2015-12-29,63,Ноутбук,19,35260
1389,2010-10-07,22,Умные часы,20,33879
1390,2006-12-24,162,Микроволновая печь,20,9929
1391,2005-02-07,152,Беспроводные наушники,5,48322
1392,2022-11-05,30,Робот-пылесос,3,29227
1393,2006-05-22,101,Цифровая камера,11,8015
1394,2008-07-03,85,Стиральная машина,9,23131
1395,2021-12-30,144,Сенсорная лампа,17,34948
1396,2009-11-06,263,Умные часы,13,7248
1397,2017-01-14,267,Холодильник,19,13072
1398,2005-11-03,117,Микроволновая печь,7,42031
1399,2021-03-07,130,Умные часы,7,17364
1400,2019-02-12,150,Умные часы,2,42270
1401,2010-04-17,159,Фитнес-браслет,5,36313
1402,2007-06-23,84,Умные часы,8,857
1403,2022-02-22,198,Фитнес-браслет,2,14808
1404,2019-11-07,113,Игровая консоль,15,3421
1405,2012-05-02,103,Планшет,12,23454
1406,2023-04-20,201,Микроволновая печь,8,8660
1407,2023-11-29,25,Холодильник,19,13993
1408,2023-09-14,200,Стиральная машина,9,2722
1409,2017-05-10,27,Беспроводные наушники,13,34102
1410,2020-05-25,252,Цифровая камера,17,8916
1411,2022-06-16,21,Стиральная машина,14,10133
1412,2016-06-08,3,Игровая консоль,12,18493
1413,2021-12-31,194,Умные часы,7,39935
1414,2016-03-11,131,Беспроводные наушники,9,15400
1415,2020-10-25,283,Холодильник,15,19634
1416,2017-07-21,199,Стиральная машина,12,48694
1417,2008-07-07,96,Ноутбук,6,46422
1418,2021-02-11,82,Игровая консоль,5,14037
1419,2007-09-03,37,Умные часы,18,16223
1420,2010-02-23,84,Парогенератор,12,16251
1421,2020-08-22,155,Игровая консоль,6,24086
1422,2023-10-29,4,Ноутбук,6,1275
1423,2023-11-21,145,Портативная колонка,9,4558
1424,2005-05-31,53,Ноутбук,14,2649
1425,2021-08-10,282,Планшет,5,16975
1426,2022-03-17,206,Электрическая зубная щетка,2,14266
1427,2005-03-24,192,Электрочайник,7,29187
1428,2006-07-03,227,Портативная колонка,4,29377
1429,2021-07-26,34,Электрочайник,9,25911
1430,2019-07-16,215,Игровая консоль,16,1385
1431,2012-10-30,185,Цифровая камера,18,684
1432,2007-07-31,217,Фитнес-браслет,19,23487
1433,2009-02-20,162,Холодильник,1,39955
1434,2013-04-06,182,Ноутбук,19,15461
1435,2019-06-21,144,Электрочайник,6,47049
1436,2021-08-12,248,Цифровая камера,1,42662
1437,2021-09-16,38,Холодильник,2,3584
1438,2009-05-11,41,Робот-пылесос,15,13534
1439,2022-03-06,170,Фитнес-браслет,16,43123
1440,2018-03-03,89,Планшет,5,23042
1441,2012-05-20,177,Цифровая камера,11,25753
1442,2012-06-05,290,Микроволновая печь,6,32534
1443,2017-11-21,84,Фитнес-браслет,18,18481
1444,2017-04-04,274,Смартфон,11,37199
1445,2022-11-27,213,Соковыжималка,1,49465
1446,2012-10-03,158,Фитнес-браслет,20,27450
1447,2006-06-21,152,Холодильник,14,16446
1448,2017-10-08,254,Микроволновая печь,19,28956
1449,2020-02-17,40,Электрическая зубная щетка,3,11052
1450,2016-06-14,243,Микроволновая печь,1,16570
1451,2015-11-20,47,Планшет,14,10857
1452,2015-02-18,85,Парогенератор,13,41933
1453,2017-03-07,285,Смартфон,14,36173
1454,2006-04-06,214,Портативная колонка,1,32003
1455,2007-09-28,3,Игровая консоль,11,27119
1456,2008-12-21,81,Ноутбук,3,14840
1457,2013-01-21,170,Планшет,1,38199
1458,2022-09-29,129,Робот-пылесос,10,33325
1459,2015-02-22,66,Фитнес-браслет,13,29934
1460,2009-10-02,145,Умные часы,13,37654
1461,2021-05-12,253,Смартфон,6,13709
1462,2008-02-28,21,Смартфон,17,36907
1463,2023-08-28,148,Стиральная машина,20,45889
1464,2022-03-10,83,Смартфон,9,47885
1465,2016-03-30,17,Парогенератор,19,28924
1466,2009-09-17,159,Портативная колонка,19,41017
1467,2008-09-08,7,Планшет,19,2658
1468,2012-11-13,54,Робот-пылесос,1,15554
1469,2019-12-23,141,Микроволновая печь,19,19007
1470,2012-07-19,23,Планшет,19,26830
1471,2005-10-31,103,Электрическая зубная щетка,20,19362
1472,2021-09-22,203,Фитнес-браслет,10,4327
1473,2020-07-23,231,Парогенератор,3,34878
1474,2014-02-26,208,Умные часы,2,33995
1475,2007-06-30,139,Стиральная машина,11,10966
1476,2011-11-21,139,Беспроводные наушники,19,2894
1477,2024-03-09,236,Электрическая зубная щетка,3,26399
1478,2022-08-23,127,Электрическая зубная щетка,12,15726
1479,2010-09-02,132,Фитнес-браслет,7,33099
1480,2024-09-09,49,Парогенератор,6,17664
1481,2018-02-25,218,Планшет,14,14859
1482,2020-07-18,1,Внешний жесткий диск,3,48215
1483,2024-04-18,290,Холодильник,8,21891
1484,2012-11-08,177,Сенсорная лампа,1,2899
1485,2006-08-17,29,Ноутбук,6,6498
1486,2021-09-26,105,Планшет,1,25271
1487,2005-06-09,175,Ноутбук,20,40474
1488,2013-05-17,231,Планшет,5,33950
1489,2006-12-04,198,Электрическая зубная щетка,16,8101
1490,2019-05-17,25,Цифровая камера,6,6346
1491,2024-08-30,122,Умные часы,16,45459
1492,2011-05-16,270,Стиральная машина,19,48379
1493,2011-04-09,120,Портативная колонка,14,16059
1494,2009-07-17,63,Смартфон,14,7077
1495,2006-07-13,255,Ноутбук,12,26341
1496,2013-01-29,14,Внешний жесткий диск,10,38534
1497,2016-09-13,25,Ноутбук,7,43212
1498,2016-10-25,54,Соковыжималка,19,21932
1499,2009-02-17,67,Беспроводные наушники,18,32107
1500,2007-11-10,121,Электрическая зубная щетка,12,41471
1501,2005-11-23,98,Сенсорная лампа,14,33139
1502,2013-08-20,18,Внешний жесткий диск,6,42433
1503,2021-02-26,43,Планшет,13,16596
1504,2014-08-18,42,Электрочайник,14,4970
1505,2024-02-07,12,Ноутбук,11,45175
1506,2008-07-06,207,Ноутбук,9,49888
1507,2020-08-11,36,Соковыжималка,1,17941
1508,2014-03-21,269,Робот-пылесос,14,39513
1509,2014-07-01,183,Холодильник,13,19749
1510,2017-09-02,268,Стиральная машина,12,26771
1511,2007-01-07,272,Сенсорная лампа,8,38418
1512,2006-09-09,19,Планшет,18,37800
1513,2017-06-03,90,Холодильник,2,12131
1514,2016-05-05,136,Умные часы,8,5707
1515,2012-08-26,68,Микроволновая печь,6,44980
1516,2015-02-07,50,Холодильник,14,41489
1517,2013-08-31,91,Парогенератор,11,35738
1518,2009-03-09,66,Сенсорная лампа,3,37300
1519,2014-06-09,70,Микроволновая печь,12,15821
1520,2011-09-07,144,Игровая консоль,9,11245
1521,2014-12-08,27,Электрочайник,20,42973
1522,2010-08-05,95,Смартфон,8,30921
1523,2010-07-18,162,Ноутбук,2,40780
1524,2018-03-07,15,Умные часы,6,27210
1525,2006-08-29,37,Электрочайник,18,33419
1526,2018-03-21,263,Холодильник,5,46198
1527,2022-07-01,209,Соковыжималка,7,2675
1528,2006-05-30,28,Игровая консоль,12,27616
1529,2015-08-18,239,Беспроводные наушники,6,24696
1530,2016-12-26,35,Цифровая камера,1,25444
1531,2009-08-16,95,Стиральная машина,12,32295
1532,2013-08-10,263,Соковыжималка,5,10305
1533,2007-06-13,274,Стиральная машина,1,45420
1534,2017-04-29,121,Соковыжималка,17,9584
1535,2014-12-08,16,Портативная колонка,9,4311
1536,2015-04-30,15,Робот-пылесос,9,16838
1537,2022-05-26,60,Парогенератор,20,44877
1538,2014-12-20,239,Робот-пылесос,13,12552
1539,2023-07-24,260,Смартфон,11,45447
1540,2007-12-25,150,Холодильник,8,27253
1541,2007-04-04,154,Игровая консоль,18,3288
1542,2013-08-04,192,Микроволновая печь,1,42272
1543,2017-07-11,115,Электрическая зубная щетка,8,18780
1544,2017-04-18,229,Игровая консоль,17,10287
1545,2006-06-11,33,Ноутбук,10,6502
1546,2010-06-25,73,Сенсорная лампа,3,22343
1547,2007-12-06,35,Парогенератор,9,5552
1548,2014-02-26,8,Электрическая зубная щетка,7,28501
1549,2019-11-08,1,Робот-пылесос,8,14208
1550,2012-11-02,253,Ноутбук,9,6582
1551,2022-04-14,80,Электрическая зубная щетка,14,48741
1552,2010-08-07,130,Парогенератор,13,47091
1553,2023-01-25,50,Парогенератор,14,5109
1554,2017-02-09,75,Ноутбук,4,34969
1555,2016-06-23,273,Ноутбук,17,30221
1556,2017-08-28,46,Игровая консоль,7,18904
1557,2017-06-19,186,Цифровая камера,2,24312
1558,2018-12-27,199,Ноутбук,5,27450
1559,2010-03-11,96,Умные часы,14,3546
1560,2010-11-26,290,Ноутбук,18,12404
1561,2007-02-19,51,Портативная колонка,6,20037
1562,2009-03-03,21,Умные часы,3,48755
1563,2005-01-17,177,Смартфон,15,3642
1564,2008-02-20,72,Ноутбук,6,21877
1565,2009-02-21,223,Парогенератор,18,41639
1566,2015-07-30,220,Беспроводные наушники,20,28882
1567,2012-02-01,32,Планшет,15,39525
1568,2024-09-07,233,Планшет,11,1344
1569,2020-05-02,37,Электрочайник,3,25346
1570,2018-03-17,104,Планшет,14,9756
1571,2017-11-05,50,Холодильник,2,23498
1572,2013-10-26,272,Микроволновая печь,16,39376
1573,2022-02-10,31,Сенсорная лампа,13,42799
1574,2007-06-12,194,Соковыжималка,7,26517
1575,2013-08-16,2,Внешний жесткий диск,15,4300
1576,2012-11-08,143,Соковыжималка,2,40502
1577,2022-12-10,126,Беспроводные наушники,20,3233
1578,2010-03-15,4,Фитнес-браслет,9,38796
1579,2006-06-09,52,Беспроводные наушники,5,19552
1580,2012-05-14,275,Беспроводные наушники,4,31928
1581,2005-10-07,158,Соковыжималка,5,41797
1582,2015-04-03,76,Фитнес-браслет,3,28967
1583,2023-12-11,244,Соковыжималка,13,9462
1584,2020-07-17,206,Умные часы,3,26651
1585,2017-07-20,295,Электрическая зубная щетка,8,12973
1586,2018-11-09,177,Портативная колонка,1,17509
1587,2020-09-11,129,Стиральная машина,13,19818
1588,2023-10-13,294,Беспроводные наушники,11,46759
1589,2015-03-04,44,Робот-пылесос,11,15052
1590,2007-07-29,67,Игровая консоль,5,21142
1591,2021-07-22,242,Стиральная машина,10,40918
1592,2006-01-18,179,Внешний жесткий диск,9,43983
1593,2023-12-10,269,Робот-пылесос,9,33200
1594,2018-04-05,230,Соковыжималка,10,30675
1595,2010-12-13,268,Робот-пылесос,6,14394
1596,2009-03-17,273,Электрическая зубная щетка,18,39206
1597,2012-03-08,261,Беспроводные наушники,17,3236
1598,2010-05-17,69,Стиральная машина,18,38802
1599,2024-01-20,166,Умные часы,13,25346
1600,2013-07-15,258,Умные часы,12,29914
1601,2014-07-02,221,Соковыжималка,11,43298
1602,2005-12-06,284,Холодильник,12,14193
1603,2006-09-25,193,Ноутбук,8,42521
1604,2019-09-22,18,Портативная колонка,14,22869
1605,2005-11-29,122,Сенсорная лампа,11,19005
1606,2013-09-19,173,Игровая консоль,10,45463
1607,2020-02-07,109,Планшет,8,43952
1608,2016-06-14,250,Соковыжималка,17,48287
1609,2024-02-18,155,Цифровая камера,8,49144
1610,2019-11-14,99,Микроволновая печь,15,16957
1611,2005-12-29,89,Планшет,18,17998
1612,2012-01-22,51,Цифровая камера,20,45994
1613,2022-11-19,216,Беспроводные наушники,9,43771
1614,2023-04-27,159,Беспроводные наушники,13,28767
1615,2023-05-28,138,Робот-пылесос,19,18238
1616,2007-12-05,194,Портативная колонка,11,40176
1617,2010-09-13,263,Планшет,9,3479
1618,2007-06-26,78,Стиральная машина,2,5829
1619,2009-10-10,212,Парогенератор,12,25565
1620,2009-08-11,202,Игровая консоль,13,10799
1621,2013-07-06,100,Фитнес-браслет,19,1699
1622,2012-05-14,95,Сенсорная лампа,8,32823
1623,2009-04-15,105,Холодильник,4,8236
1624,2004-11-05,249,Внешний жесткий диск,19,38003
1625,2005-09-05,297,Электрическая зубная щетка,2,36585
1626,2014-04-27,221,Сенсорная лампа,18,12360
1627,2017-05-27,190,Цифровая камера,2,14311
1628,2013-09-05,41,Холодильник,14,23355
1629,2022-03-03,149,Соковыжималка,15,15902
1630,2021-07-07,281,Парогенератор,17,16709
1631,2008-07-08,217,Фитнес-браслет,13,13320
1632,2010-02-06,90,Парогенератор,14,7525
1633,2023-08-20,43,Электрочайник,2,31820
1634,2008-07-26,67,Стиральная машина,5,15764
1635,2015-11-25,294,Фитнес-браслет,6,1540
1636,2024-09-23,233,Соковыжималка,4,39886
1637,2015-08-22,102,Фитнес-браслет,5,46884
1638,2020-07-11,181,Электрическая зубная щетка,12,12681
1639,2015-08-19,215,Цифровая камера,14,30887
1640,2022-03-28,109,Цифровая камера,14,10622
1641,2018-06-10,48,Цифровая камера,8,2032
1642,2007-09-09,151,Холодильник,8,14994
1643,2015-09-08,57,Беспроводные наушники,4,32123
1644,2010-10-03,198,Робот-пылесос,17,5751
1645,2017-08-22,252,Робот-пылесос,2,24896
1646,2007-03-24,81,Сенсорная лампа,13,23845
1647,2007-03-20,14,Умные часы,13,13804
1648,2012-10-23,232,Цифровая камера,17,27135
1649,2023-01-31,294,Сенсорная лампа,10,47180
1650,2022-11-11,3,Робот-пылесос,11,32322
1651,2009-01-19,8,Парогенератор,13,18686
1652,2016-09-21,117,Беспроводные наушники,5,43838
1653,2023-12-18,262,Планшет,6,12299
1654,2023-05-12,73,Холодильник,10,9999
1655,2020-02-08,202,Игровая консоль,5,1489
1656,2023-04-04,232,Портативная колонка,6,24802
1657,2019-09-13,199,Смартфон,19,22313
1658,2009-12-19,222,Смартфон,20,34937
1659,2019-08-03,12,Цифровая камера,7,29051
1660,2019-09-08,274,Портативная колонка,5,6494
1661,2010-10-05,205,Беспроводные наушники,19,48348
1662,2018-09-01,265,Робот-пылесос,18,20934
1663,2011-11-03,69,Портативная колонка,20,45191
1664,2008-02-24,116,Внешний жесткий диск,2,43092
1665,2010-09-19,151,Внешний жесткий диск,15,15613
1666,2024-05-04,252,Микроволновая печь,5,45561
1667,2023-01-31,244,Сенсорная лампа,8,29244
1668,2007-02-27,294,Внешний жесткий диск,13,30340
1669,2019-05-03,65,Портативная колонка,6,16385
1670,2014-07-17,149,Сенсорная лампа,12,23000
1671,2013-03-01,223,Цифровая камера,19,32446
1672,2008-01-07,105,Стиральная машина,4,28986
1673,2012-07-24,21,Игровая консоль,8,39925
1674,2009-03-28,255,Электрическая зубная щетка,5,12881
1675,2011-05-22,178,Холодильник,11,19886
1676,2021-05-23,87,Фитнес-браслет,7,10841
1677,2017-04-09,88,Фитнес-браслет,3,2431
1678,2011-04-23,104,Электрическая зубная щетка,5,6296
1679,2021-01-20,266,Электрочайник,11,1431
1680,2018-06-03,56,Планшет,5,37309
1681,2022-09-14,191,Электрическая зубная щетка,7,5125
1682,2018-06-15,202,Робот-пылесос,18,9048
1683,2018-11-24,30,Беспроводные наушники,12,8413
1684,2007-01-13,230,Электрочайник,9,35058
1685,2024-03-04,151,Внешний жесткий диск,19,15282
1686,2013-11-01,203,Сенсорная лампа,5,27498
1687,2014-12-22,172,Микроволновая печь,6,42714
1688,2007-06-23,88,Портативная колонка,19,42399
1689,2020-10-03,138,Планшет,7,43986
1690,2013-06-29,125,Ноутбук,2,28433
1691,2020-01-17,17,Планшет,1,2533
1692,2017-08-31,132,Смартфон,15,16307
1693,2008-06-15,207,Микроволновая печь,12,8712
1694,2009-06-06,141,Фитнес-браслет,4,13265
1695,2010-04-20,95,Робот-пылесос,1,27628
1696,2010-06-30,270,Стиральная машина,20,23142
1697,2012-03-10,91,Умные часы,4,40668
1698,2020-12-13,137,Планшет,20,13461
1699,2006-12-29,195,Холодильник,8,47662
1700,2024-09-20,206,Игровая консоль,11,3827
1701,2019-08-06,48,Робот-пылесос,9,12740
1702,2009-01-07,229,Робот-пылесос,18,17398
1703,2012-05-13,292,Соковыжималка,2,18008
1704,2022-07-10,138,Планшет,20,25830
1705,2020-12-28,236,Игровая консоль,4,3182
1706,2015-05-13,245,Внешний жесткий диск,2,19801
1707,2021-02-13,282,Электрическая зубная щетка,19,23505
1708,2010-04-27,67,Робот-пылесос,2,17416
1709,2018-07-23,297,Игровая консоль,13,11469
1710,2011-09-02,191,Соковыжималка,8,44667
1711,2015-12-02,213,Ноутбук,13,8103
1712,2012-12-31,231,Цифровая камера,16,44430
1713,2019-08-15,87,Фитнес-браслет,1,36167
1714,2006-11-03,274,Фитнес-браслет,9,34557
1715,2022-02-08,260,Портативная колонка,2,29125
1716,2006-05-23,124,Игровая консоль,6,6877
1717,2018-07-16,150,Цифровая камера,9,9688
1718,2019-10-30,18,Электрочайник,11,44199
1719,2014-10-09,213,Стиральная машина,16,49687
1720,2016-08-10,154,Сенсорная лампа,11,42909
1721,2005-01-29,118,Электрическая зубная щетка,13,24624
1722,2012-10-06,126,Сенсорная лампа,9,29256
1723,2012-02-19,24,Игровая консоль,6,28832
1724,2011-03-18,145,Ноутбук,15,40099
1725,2005-03-09,104,Парогенератор,12,23376
1726,2006-09-22,136,Цифровая камера,9,41407
1727,2017-09-29,95,Микроволновая печь,12,18655
1728,2007-02-27,31,Соковыжималка,20,40350
1729,2014-06-19,250,Внешний жесткий диск,4,48738
1730,2019-08-17,107,Парогенератор,3,4708
1731,2019-05-26,9,Электрическая зубная щетка,5,17183
1732,2010-08-14,194,Умные часы,13,30918
1733,2009-08-30,85,Робот-пылесос,2,30243
1734,2007-04-07,164,Умные часы,2,49787
1735,2021-07-17,205,Ноутбук,6,30905
1736,2019-04-17,123,Микроволновая печь,5,4505
1737,2017-09-04,11,Умные часы,14,22390
1738,2005-02-20,230,Стиральная машина,14,863
1739,2020-09-21,109,Холодильник,14,24468
1740,2015-08-22,142,Холодильник,4,4338
1741,2007-01-28,224,Внешний жесткий диск,14,10920
1742,2023-10-26,155,Электрическая зубная щетка,20,8959
1743,2008-09-25,30,Стиральная машина,16,13574
1744,2013-09-23,141,Сенсорная лампа,12,47459
1745,2022-10-27,153,Робот-пылесос,11,12004
1746,2017-03-06,101,Робот-пылесос,10,12326
1747,2006-08-09,71,Смартфон,17,17655
1748,2012-09-08,173,Холодильник,20,9388
1749,2016-05-11,129,Электрическая зубная щетка,13,18916
1750,2007-02-16,82,Ноутбук,9,43307
1751,2019-04-29,41,Парогенератор,6,6248
1752,2009-09-14,179,Соковыжималка,2,35409
1753,2022-09-01,231,Робот-пылесос,19,36972
1754,2012-03-12,236,Электрочайник,7,40916
1755,2011-03-24,122,Соковыжималка,15,29273
1756,2020-04-12,264,Стиральная машина,11,32224
1757,2006-08-18,66,Умные часы,2,44932
1758,2018-05-14,291,Цифровая камера,12,15128
1759,2008-08-07,136,Умные часы,20,40610
1760,2005-01-05,147,Робот-пылесос,5,34186
1761,2006-09-26,292,Портативная колонка,18,24350
1762,2013-05-30,177,Парогенератор,13,48634
1763,2007-08-16,278,Внешний жесткий диск,7,6247
1764,2016-10-24,185,Портативная колонка,19,33854
1765,2023-04-21,65,Смартфон,8,29053
1766,2008-12-20,69,Робот-пылесос,14,19539
1767,2007-06-04,17,Сенсорная лампа,13,1142
1768,2014-04-16,116,Ноутбук,1,16600
1769,2013-10-04,205,Беспроводные наушники,18,7495
1770,2021-08-24,82,Электрическая зубная щетка,7,11668
1771,2017-05-07,141,Ноутбук,15,36093
1772,2023-06-19,214,Беспроводные наушники,15,19265
1773,2012-01-30,231,Робот-пылесос,5,24493
1774,2015-04-29,213,Сенсорная лампа,4,18913
1775,2008-09-09,139,Цифровая камера,5,9369
1776,2005-11-14,43,Фитнес-браслет,19,29349
1777,2013-03-12,104,Соковыжималка,18,4119
1778,2021-10-14,73,Парогенератор,15,16213
1779,2009-07-17,99,Внешний жесткий диск,5,956
1780,2009-12-01,87,Планшет,6,40887
1781,2022-05-02,190,Микроволновая печь,5,19711
1782,2023-08-15,38,Электрочайник,16,21025
1783,2012-12-20,203,Электрочайник,18,34024
1784,2007-07-10,136,Фитнес-браслет,15,41587
1785,2010-09-19,188,Умные часы,19,16905
1786,2012-02-29,147,Электрическая зубная щетка,15,1892
1787,2018-06-27,10,Соковыжималка,18,47774
1788,2005-10-26,271,Фитнес-браслет,17,44478
1789,2021-09-05,53,Электрочайник,13,3225
1790,2006-09-19,172,Игровая консоль,9,29505
1791,2005-09-20,182,Фитнес-браслет,2,23840
1792,2013-01-22,9,Парогенератор,1,38879
1793,2017-08-20,34,Ноутбук,10,12565
1794,2012-12-20,188,Планшет,7,25556
1795,2009-01-02,85,Электрочайник,6,41729
1796,2010-04-14,136,Умные часы,10,22751
1797,2006-08-29,96,Цифровая камера,12,44873
1798,2006-11-08,10,Микроволновая печь,9,2258
1799,2007-08-20,102,Внешний жесткий диск,4,44018
1800,2017-01-18,280,Микроволновая печь,9,40244
1801,2006-01-31,239,Парогенератор,2,43366
1802,2007-12-20,21,Соковыжималка,4,49122
1803,2012-11-17,168,Беспроводные наушники,19,49340
1804,2013-08-13,85,Портативная колонка,9,26437
1805,2005-01-24,166,Робот-пылесос,3,35828
1806,2009-10-18,221,Цифровая камера,20,29111
1807,2024-10-07,288,Соковыжималка,8,20549
1808,2014-04-04,226,Соковыжималка,9,26568
1809,2019-08-23,234,Микроволновая печь,1,46652
1810,2006-08-02,16,Игровая консоль,19,30693
1811,2012-11-15,161,Парогенератор,16,30043
1812,2014-08-04,277,Игровая консоль,11,21399
1813,2008-01-21,54,Беспроводные наушники,7,11262
1814,2007-06-20,35,Умные часы,11,11064
